ccode;cname;year;ccode_qog;cname_qog;ccodealp;ccodecow;cname_year;ccodealp_year;lis_pr9010
688,00;Serbia;2010;688;Serbia;SRB;;Serbia 2010;SRB10;5,04
688,00;Serbia;2011;688;Serbia;SRB;;Serbia 2011;SRB11;4,63
688,00;Serbia;2012;688;Serbia;SRB;;Serbia 2012;SRB12;5,08
688,00;Serbia;2013;688;Serbia;SRB;;Serbia 2013;SRB13;4,88
688,00;Serbia;2014;688;Serbia;SRB;;Serbia 2014;SRB14;5,22
688,00;Serbia;2015;688;Serbia;SRB;;Serbia 2015;SRB15;4,91
688,00;Serbia;2016;688;Serbia;SRB;;Serbia 2016;SRB16;4,96
688,00;Serbia;2017;688;Serbia;SRB;;Serbia 2017;SRB17;4,48
688,00;Serbia;2018;688;Serbia;SRB;;Serbia 2018;SRB18;4,91
688,00;Serbia;2019;688;Serbia;SRB;;Serbia 2019;SRB19;4,24
688,00;Serbia;2021;688;Serbia;SRB;;Serbia 2021;SRB21;4,51
688,00;Serbia;2022;688;Serbia;SRB;;Serbia 2022;SRB22;4,46
703,00;Slovakia;1996;703;Slovakia;SVK;317,00;Slovakia 1996;SVK96;3,04
703,00;Slovakia;2004;703;Slovakia;SVK;317,00;Slovakia 2004;SVK04;3,30
703,00;Slovakia;2007;703;Slovakia;SVK;317,00;Slovakia 2007;SVK07;3,05
703,00;Slovakia;2010;703;Slovakia;SVK;317,00;Slovakia 2010;SVK10;3,25
703,00;Slovakia;2013;703;Slovakia;SVK;317,00;Slovakia 2013;SVK13;3,34
703,00;Slovakia;2014;703;Slovakia;SVK;317,00;Slovakia 2014;SVK14;3,11
703,00;Slovakia;2015;703;Slovakia;SVK;317,00;Slovakia 2015;SVK15;3,05
703,00;Slovakia;2016;703;Slovakia;SVK;317,00;Slovakia 2016;SVK16;2,94
703,00;Slovakia;2017;703;Slovakia;SVK;317,00;Slovakia 2017;SVK17;2,81
703,00;Slovakia;2018;703;Slovakia;SVK;317,00;Slovakia 2018;SVK18;3,02
704,00;Viet Nam;2005;704;Vietnam;VNM;816,00;Vietnam 2005;VNM05;4,74
704,00;Viet Nam;2007;704;Vietnam;VNM;816,00;Vietnam 2007;VNM07;5,12
704,00;Viet Nam;2009;704;Vietnam;VNM;816,00;Vietnam 2009;VNM09;5,38
704,00;Viet Nam;2011;704;Vietnam;VNM;816,00;Vietnam 2011;VNM11;4,86
704,00;Viet Nam;2013;704;Vietnam;VNM;816,00;Vietnam 2013;VNM13;4,94
705,00;Slovenia;1997;705;Slovenia;SVN;349,00;Slovenia 1997;SVN97;2,86
705,00;Slovenia;1999;705;Slovenia;SVN;349,00;Slovenia 1999;SVN99;2,91
705,00;Slovenia;2004;705;Slovenia;SVN;349,00;Slovenia 2004;SVN04;2,92
705,00;Slovenia;2007;705;Slovenia;SVN;349,00;Slovenia 2007;SVN07;2,98
705,00;Slovenia;2010;705;Slovenia;SVN;349,00;Slovenia 2010;SVN10;3,30
705,00;Slovenia;2012;705;Slovenia;SVN;349,00;Slovenia 2012;SVN12;3,51
705,00;Slovenia;2015;705;Slovenia;SVN;349,00;Slovenia 2015;SVN15;3,45
710,00;South Africa;2008;710;South Africa;ZAF;560,00;South Africa 2008;ZAF08;30,94
710,00;South Africa;2010;710;South Africa;ZAF;560,00;South Africa 2010;ZAF10;26,06
710,00;South Africa;2012;710;South Africa;ZAF;560,00;South Africa 2012;ZAF12;23,43
710,00;South Africa;2015;710;South Africa;ZAF;560,00;South Africa 2015;ZAF15;21,44
710,00;South Africa;2017;710;South Africa;ZAF;560,00;South Africa 2017;ZAF17;22,36
724,00;Spain;1980;724;Spain;ESP;230,00;Spain 1980;ESP80;4,37
724,00;Spain;1985;724;Spain;ESP;230,00;Spain 1985;ESP85;4,08
724,00;Spain;1990;724;Spain;ESP;230,00;Spain 1990;ESP90;3,94
724,00;Spain;1993;724;Spain;ESP;230,00;Spain 1993;ESP93;4,87
724,00;Spain;1994;724;Spain;ESP;230,00;Spain 1994;ESP94;4,68
724,00;Spain;1995;724;Spain;ESP;230,00;Spain 1995;ESP95;4,52
724,00;Spain;1996;724;Spain;ESP;230,00;Spain 1996;ESP96;5,24
724,00;Spain;1997;724;Spain;ESP;230,00;Spain 1997;ESP97;4,86
724,00;Spain;1998;724;Spain;ESP;230,00;Spain 1998;ESP98;4,68
724,00;Spain;1999;724;Spain;ESP;230,00;Spain 1999;ESP99;4,70
724,00;Spain;2000;724;Spain;ESP;230,00;Spain 2000;ESP00;4,68
724,00;Spain;2004;724;Spain;ESP;230,00;Spain 2004;ESP04;4,83
724,00;Spain;2005;724;Spain;ESP;230,00;Spain 2005;ESP05;4,82
724,00;Spain;2006;724;Spain;ESP;230,00;Spain 2006;ESP06;4,41
724,00;Spain;2007;724;Spain;ESP;230,00;Spain 2007;ESP07;4,57
724,00;Spain;2008;724;Spain;ESP;230,00;Spain 2008;ESP08;4,60
724,00;Spain;2009;724;Spain;ESP;230,00;Spain 2009;ESP09;4,78
724,00;Spain;2010;724;Spain;ESP;230,00;Spain 2010;ESP10;4,82
724,00;Spain;2011;724;Spain;ESP;230,00;Spain 2011;ESP11;5,05
724,00;Spain;2012;724;Spain;ESP;230,00;Spain 2012;ESP12;4,92
724,00;Spain;2013;724;Spain;ESP;230,00;Spain 2013;ESP13;5,38
724,00;Spain;2014;724;Spain;ESP;230,00;Spain 2014;ESP14;5,47
724,00;Spain;2015;724;Spain;ESP;230,00;Spain 2015;ESP15;5,27
724,00;Spain;2016;724;Spain;ESP;230,00;Spain 2016;ESP16;5,25
724,00;Spain;2017;724;Spain;ESP;230,00;Spain 2017;ESP17;4,83
724,00;Spain;2018;724;Spain;ESP;230,00;Spain 2018;ESP18;4,76
724,00;Spain;2019;724;Spain;ESP;230,00;Spain 2019;ESP19;4,74
752,00;Sweden;1975;752;Sweden;SWE;380,00;Sweden 1975;SWE75;2,75
752,00;Sweden;1981;752;Sweden;SWE;380,00;Sweden 1981;SWE81;2,45
752,00;Sweden;1987;752;Sweden;SWE;380,00;Sweden 1987;SWE87;2,63
752,00;Sweden;1992;752;Sweden;SWE;380,00;Sweden 1992;SWE92;2,78
752,00;Sweden;1995;752;Sweden;SWE;380,00;Sweden 1995;SWE95;2,61
752,00;Sweden;2000;752;Sweden;SWE;380,00;Sweden 2000;SWE00;2,92
752,00;Sweden;2001;752;Sweden;SWE;380,00;Sweden 2001;SWE01;2,93
752,00;Sweden;2002;752;Sweden;SWE;380,00;Sweden 2002;SWE02;2,93
752,00;Sweden;2003;752;Sweden;SWE;380,00;Sweden 2003;SWE03;2,85
752,00;Sweden;2004;752;Sweden;SWE;380,00;Sweden 2004;SWE04;2,85
752,00;Sweden;2005;752;Sweden;SWE;380,00;Sweden 2005;SWE05;2,90
752,00;Sweden;2006;752;Sweden;SWE;380,00;Sweden 2006;SWE06;2,97
752,00;Sweden;2007;752;Sweden;SWE;380,00;Sweden 2007;SWE07;3,17
752,00;Sweden;2008;752;Sweden;SWE;380,00;Sweden 2008;SWE08;3,20
752,00;Sweden;2009;752;Sweden;SWE;380,00;Sweden 2009;SWE09;3,36
752,00;Sweden;2010;752;Sweden;SWE;380,00;Sweden 2010;SWE10;3,36
752,00;Sweden;2011;752;Sweden;SWE;380,00;Sweden 2011;SWE11;3,42
752,00;Sweden;2012;752;Sweden;SWE;380,00;Sweden 2012;SWE12;3,40
752,00;Sweden;2013;752;Sweden;SWE;380,00;Sweden 2013;SWE13;3,43
752,00;Sweden;2014;752;Sweden;SWE;380,00;Sweden 2014;SWE14;3,45
752,00;Sweden;2015;752;Sweden;SWE;380,00;Sweden 2015;SWE15;3,44
752,00;Sweden;2016;752;Sweden;SWE;380,00;Sweden 2016;SWE16;3,40
752,00;Sweden;2017;752;Sweden;SWE;380,00;Sweden 2017;SWE17;3,53
752,00;Sweden;2018;752;Sweden;SWE;380,00;Sweden 2018;SWE18;3,48
752,00;Sweden;2019;752;Sweden;SWE;380,00;Sweden 2019;SWE19;3,45
752,00;Sweden;2020;752;Sweden;SWE;380,00;Sweden 2020;SWE20;3,43
752,00;Sweden;2021;752;Sweden;SWE;380,00;Sweden 2021;SWE21;3,48
756,00;Switzerland;1982;756;Switzerland;CHE;225,00;Switzerland 1982;CHE82;3,43
756,00;Switzerland;1992;756;Switzerland;CHE;225,00;Switzerland 1992;CHE92;3,68
756,00;Switzerland;2000;756;Switzerland;CHE;225,00;Switzerland 2000;CHE00;3,34
756,00;Switzerland;2002;756;Switzerland;CHE;225,00;Switzerland 2002;CHE02;3,38
756,00;Switzerland;2004;756;Switzerland;CHE;225,00;Switzerland 2004;CHE04;3,27
756,00;Switzerland;2006;756;Switzerland;CHE;225,00;Switzerland 2006;CHE06;3,72
756,00;Switzerland;2007;756;Switzerland;CHE;225,00;Switzerland 2007;CHE07;3,72
756,00;Switzerland;2008;756;Switzerland;CHE;225,00;Switzerland 2008;CHE08;3,71
756,00;Switzerland;2009;756;Switzerland;CHE;225,00;Switzerland 2009;CHE09;3,61
756,00;Switzerland;2010;756;Switzerland;CHE;225,00;Switzerland 2010;CHE10;3,52
756,00;Switzerland;2011;756;Switzerland;CHE;225,00;Switzerland 2011;CHE11;3,68
756,00;Switzerland;2012;756;Switzerland;CHE;225,00;Switzerland 2012;CHE12;3,50
756,00;Switzerland;2013;756;Switzerland;CHE;225,00;Switzerland 2013;CHE13;3,57
756,00;Switzerland;2014;756;Switzerland;CHE;225,00;Switzerland 2014;CHE14;3,67
756,00;Switzerland;2015;756;Switzerland;CHE;225,00;Switzerland 2015;CHE15;3,60
756,00;Switzerland;2016;756;Switzerland;CHE;225,00;Switzerland 2016;CHE16;3,80
756,00;Switzerland;2017;756;Switzerland;CHE;225,00;Switzerland 2017;CHE17;3,69
756,00;Switzerland;2018;756;Switzerland;CHE;225,00;Switzerland 2018;CHE18;3,78
756,00;Switzerland;2019;756;Switzerland;CHE;225,00;Switzerland 2019;CHE19;3,78
818,00;Egypt;2012;818;Egypt;EGY;651,00;Egypt 2012;EGY12;8,86
826,00;United Kingdom of Great Britain and Northern Ireland (the);1968;826;United Kingdom;GBR;200,00;United Kingdom 1968;GBR68;2,92
826,00;United Kingdom of Great Britain and Northern Ireland (the);1969;826;United Kingdom;GBR;200,00;United Kingdom 1969;GBR69;3,05
826,00;United Kingdom of Great Britain and Northern Ireland (the);1970;826;United Kingdom;GBR;200,00;United Kingdom 1970;GBR70;3,14
826,00;United Kingdom of Great Britain and Northern Ireland (the);1971;826;United Kingdom;GBR;200,00;United Kingdom 1971;GBR71;3,25
826,00;United Kingdom of Great Britain and Northern Ireland (the);1972;826;United Kingdom;GBR;200,00;United Kingdom 1972;GBR72;3,31
826,00;United Kingdom of Great Britain and Northern Ireland (the);1973;826;United Kingdom;GBR;200,00;United Kingdom 1973;GBR73;3,21
826,00;United Kingdom of Great Britain and Northern Ireland (the);1974;826;United Kingdom;GBR;200,00;United Kingdom 1974;GBR74;3,15
826,00;United Kingdom of Great Britain and Northern Ireland (the);1975;826;United Kingdom;GBR;200,00;United Kingdom 1975;GBR75;3,08
826,00;United Kingdom of Great Britain and Northern Ireland (the);1976;826;United Kingdom;GBR;200,00;United Kingdom 1976;GBR76;3,04
826,00;United Kingdom of Great Britain and Northern Ireland (the);1977;826;United Kingdom;GBR;200,00;United Kingdom 1977;GBR77;3,01
826,00;United Kingdom of Great Britain and Northern Ireland (the);1978;826;United Kingdom;GBR;200,00;United Kingdom 1978;GBR78;3,11
826,00;United Kingdom of Great Britain and Northern Ireland (the);1979;826;United Kingdom;GBR;200,00;United Kingdom 1979;GBR79;3,18
826,00;United Kingdom of Great Britain and Northern Ireland (the);1980;826;United Kingdom;GBR;200,00;United Kingdom 1980;GBR80;3,31
826,00;United Kingdom of Great Britain and Northern Ireland (the);1981;826;United Kingdom;GBR;200,00;United Kingdom 1981;GBR81;3,32
826,00;United Kingdom of Great Britain and Northern Ireland (the);1982;826;United Kingdom;GBR;200,00;United Kingdom 1982;GBR82;3,36
826,00;United Kingdom of Great Britain and Northern Ireland (the);1983;826;United Kingdom;GBR;200,00;United Kingdom 1983;GBR83;3,35
826,00;United Kingdom of Great Britain and Northern Ireland (the);1984;826;United Kingdom;GBR;200,00;United Kingdom 1984;GBR84;3,32
826,00;United Kingdom of Great Britain and Northern Ireland (the);1985;826;United Kingdom;GBR;200,00;United Kingdom 1985;GBR85;3,54
826,00;United Kingdom of Great Britain and Northern Ireland (the);1986;826;United Kingdom;GBR;200,00;United Kingdom 1986;GBR86;3,62
826,00;United Kingdom of Great Britain and Northern Ireland (the);1987;826;United Kingdom;GBR;200,00;United Kingdom 1987;GBR87;3,98
826,00;United Kingdom of Great Britain and Northern Ireland (the);1988;826;United Kingdom;GBR;200,00;United Kingdom 1988;GBR88;4,22
826,00;United Kingdom of Great Britain and Northern Ireland (the);1989;826;United Kingdom;GBR;200,00;United Kingdom 1989;GBR89;4,18
826,00;United Kingdom of Great Britain and Northern Ireland (the);1990;826;United Kingdom;GBR;200,00;United Kingdom 1990;GBR90;4,44
826,00;United Kingdom of Great Britain and Northern Ireland (the);1991;826;United Kingdom;GBR;200,00;United Kingdom 1991;GBR91;4,48
826,00;United Kingdom of Great Britain and Northern Ireland (the);1992;826;United Kingdom;GBR;200,00;United Kingdom 1992;GBR92;4,36
826,00;United Kingdom of Great Britain and Northern Ireland (the);1993;826;United Kingdom;GBR;200,00;United Kingdom 1993;GBR93;4,37
826,00;United Kingdom of Great Britain and Northern Ireland (the);1994;826;United Kingdom;GBR;200,00;United Kingdom 1994;GBR94;4,34
826,00;United Kingdom of Great Britain and Northern Ireland (the);1995;826;United Kingdom;GBR;200,00;United Kingdom 1995;GBR95;4,36
826,00;United Kingdom of Great Britain and Northern Ireland (the);1996;826;United Kingdom;GBR;200,00;United Kingdom 1996;GBR96;4,32
826,00;United Kingdom of Great Britain and Northern Ireland (the);1997;826;United Kingdom;GBR;200,00;United Kingdom 1997;GBR97;4,36
826,00;United Kingdom of Great Britain and Northern Ireland (the);1998;826;United Kingdom;GBR;200,00;United Kingdom 1998;GBR98;4,45
826,00;United Kingdom of Great Britain and Northern Ireland (the);1999;826;United Kingdom;GBR;200,00;United Kingdom 1999;GBR99;4,44
826,00;United Kingdom of Great Britain and Northern Ireland (the);2000;826;United Kingdom;GBR;200,00;United Kingdom 2000;GBR00;4,47
826,00;United Kingdom of Great Britain and Northern Ireland (the);2001;826;United Kingdom;GBR;200,00;United Kingdom 2001;GBR01;4,42
826,00;United Kingdom of Great Britain and Northern Ireland (the);2002;826;United Kingdom;GBR;200,00;United Kingdom 2002;GBR02;4,23
826,00;United Kingdom of Great Britain and Northern Ireland (the);2003;826;United Kingdom;GBR;200,00;United Kingdom 2003;GBR03;4,13
826,00;United Kingdom of Great Britain and Northern Ireland (the);2004;826;United Kingdom;GBR;200,00;United Kingdom 2004;GBR04;4,08
826,00;United Kingdom of Great Britain and Northern Ireland (the);2005;826;United Kingdom;GBR;200,00;United Kingdom 2005;GBR05;4,11
826,00;United Kingdom of Great Britain and Northern Ireland (the);2006;826;United Kingdom;GBR;200,00;United Kingdom 2006;GBR06;4,25
826,00;United Kingdom of Great Britain and Northern Ireland (the);2007;826;United Kingdom;GBR;200,00;United Kingdom 2007;GBR07;4,23
826,00;United Kingdom of Great Britain and Northern Ireland (the);2008;826;United Kingdom;GBR;200,00;United Kingdom 2008;GBR08;4,16
826,00;United Kingdom of Great Britain and Northern Ireland (the);2009;826;United Kingdom;GBR;200,00;United Kingdom 2009;GBR09;4,09
826,00;United Kingdom of Great Britain and Northern Ireland (the);2010;826;United Kingdom;GBR;200,00;United Kingdom 2010;GBR10;3,96
826,00;United Kingdom of Great Britain and Northern Ireland (the);2011;826;United Kingdom;GBR;200,00;United Kingdom 2011;GBR11;3,86
826,00;United Kingdom of Great Britain and Northern Ireland (the);2012;826;United Kingdom;GBR;200,00;United Kingdom 2012;GBR12;3,85
826,00;United Kingdom of Great Britain and Northern Ireland (the);2013;826;United Kingdom;GBR;200,00;United Kingdom 2013;GBR13;3,81
826,00;United Kingdom of Great Britain and Northern Ireland (the);2014;826;United Kingdom;GBR;200,00;United Kingdom 2014;GBR14;3,90
826,00;United Kingdom of Great Britain and Northern Ireland (the);2015;826;United Kingdom;GBR;200,00;United Kingdom 2015;GBR15;3,88
826,00;United Kingdom of Great Britain and Northern Ireland (the);2016;826;United Kingdom;GBR;200,00;United Kingdom 2016;GBR16;3,91
826,00;United Kingdom of Great Britain and Northern Ireland (the);2017;826;United Kingdom;GBR;200,00;United Kingdom 2017;GBR17;3,96
826,00;United Kingdom of Great Britain and Northern Ireland (the);2018;826;United Kingdom;GBR;200,00;United Kingdom 2018;GBR18;4,06
826,00;United Kingdom of Great Britain and Northern Ireland (the);2019;826;United Kingdom;GBR;200,00;United Kingdom 2019;GBR19;4,05
826,00;United Kingdom of Great Britain and Northern Ireland (the);2020;826;United Kingdom;GBR;200,00;United Kingdom 2020;GBR20;3,82
826,00;United Kingdom of Great Britain and Northern Ireland (the);2021;826;United Kingdom;GBR;200,00;United Kingdom 2021;GBR21;3,82
840,00;United States of America (the);1963;840;United States;USA;2,00;United States 1963;USA63;5,52
840,00;United States of America (the);1964;840;United States;USA;2,00;United States 1964;USA64;5,47
840,00;United States of America (the);1965;840;United States;USA;2,00;United States 1965;USA65;5,44
840,00;United States of America (the);1966;840;United States;USA;2,00;United States 1966;USA66;5,31
840,00;United States of America (the);1967;840;United States;USA;2,00;United States 1967;USA67;5,09
840,00;United States of America (the);1968;840;United States;USA;2,00;United States 1968;USA68;4,86
840,00;United States of America (the);1969;840;United States;USA;2,00;United States 1969;USA69;4,84
840,00;United States of America (the);1970;840;United States;USA;2,00;United States 1970;USA70;5,09
840,00;United States of America (the);1971;840;United States;USA;2,00;United States 1971;USA71;5,14
840,00;United States of America (the);1972;840;United States;USA;2,00;United States 1972;USA72;5,27
840,00;United States of America (the);1973;840;United States;USA;2,00;United States 1973;USA73;5,12
840,00;United States of America (the);1974;840;United States;USA;2,00;United States 1974;USA74;5,00
840,00;United States of America (the);1975;840;United States;USA;2,00;United States 1975;USA75;4,96
840,00;United States of America (the);1976;840;United States;USA;2,00;United States 1976;USA76;4,94
840,00;United States of America (the);1977;840;United States;USA;2,00;United States 1977;USA77;4,76
840,00;United States of America (the);1978;840;United States;USA;2,00;United States 1978;USA78;4,78
840,00;United States of America (the);1979;840;United States;USA;2,00;United States 1979;USA79;4,62
840,00;United States of America (the);1980;840;United States;USA;2,00;United States 1980;USA80;4,64
840,00;United States of America (the);1981;840;United States;USA;2,00;United States 1981;USA81;4,78
840,00;United States of America (the);1982;840;United States;USA;2,00;United States 1982;USA82;5,17
840,00;United States of America (the);1983;840;United States;USA;2,00;United States 1983;USA83;5,41
840,00;United States of America (the);1984;840;United States;USA;2,00;United States 1984;USA84;5,45
840,00;United States of America (the);1985;840;United States;USA;2,00;United States 1985;USA85;5,46
840,00;United States of America (the);1986;840;United States;USA;2,00;United States 1986;USA86;5,60
840,00;United States of America (the);1987;840;United States;USA;2,00;United States 1987;USA87;5,42
840,00;United States of America (the);1988;840;United States;USA;2,00;United States 1988;USA88;5,41
840,00;United States of America (the);1989;840;United States;USA;2,00;United States 1989;USA89;5,38
840,00;United States of America (the);1990;840;United States;USA;2,00;United States 1990;USA90;5,36
840,00;United States of America (the);1991;840;United States;USA;2,00;United States 1991;USA91;5,37
840,00;United States of America (the);1992;840;United States;USA;2,00;United States 1992;USA92;5,49
840,00;United States of America (the);1993;840;United States;USA;2,00;United States 1993;USA93;5,67
840,00;United States of America (the);1994;840;United States;USA;2,00;United States 1994;USA94;5,48
840,00;United States of America (the);1995;840;United States;USA;2,00;United States 1995;USA95;5,24
840,00;United States of America (the);1996;840;United States;USA;2,00;United States 1996;USA96;5,30
840,00;United States of America (the);1997;840;United States;USA;2,00;United States 1997;USA97;5,35
840,00;United States of America (the);1998;840;United States;USA;2,00;United States 1998;USA98;5,33
840,00;United States of America (the);1999;840;United States;USA;2,00;United States 1999;USA99;5,32
840,00;United States of America (the);2000;840;United States;USA;2,00;United States 2000;USA00;5,27
840,00;United States of America (the);2001;840;United States;USA;2,00;United States 2001;USA01;5,30
840,00;United States of America (the);2002;840;United States;USA;2,00;United States 2002;USA02;5,45
840,00;United States of America (the);2003;840;United States;USA;2,00;United States 2003;USA03;5,74
840,00;United States of America (the);2004;840;United States;USA;2,00;United States 2004;USA04;5,57
840,00;United States of America (the);2005;840;United States;USA;2,00;United States 2005;USA05;5,68
840,00;United States of America (the);2006;840;United States;USA;2,00;United States 2006;USA06;5,78
840,00;United States of America (the);2007;840;United States;USA;2,00;United States 2007;USA07;5,78
840,00;United States of America (the);2008;840;United States;USA;2,00;United States 2008;USA08;5,70
840,00;United States of America (the);2009;840;United States;USA;2,00;United States 2009;USA09;5,41
840,00;United States of America (the);2010;840;United States;USA;2,00;United States 2010;USA10;5,62
840,00;United States of America (the);2011;840;United States;USA;2,00;United States 2011;USA11;5,71
840,00;United States of America (the);2012;840;United States;USA;2,00;United States 2012;USA12;5,76
840,00;United States of America (the);2013;840;United States;USA;2,00;United States 2013;USA13;5,70
840,00;United States of America (the);2014;840;United States;USA;2,00;United States 2014;USA14;5,87
840,00;United States of America (the);2015;840;United States;USA;2,00;United States 2015;USA15;5,74
840,00;United States of America (the);2016;840;United States;USA;2,00;United States 2016;USA16;5,88
840,00;United States of America (the);2017;840;United States;USA;2,00;United States 2017;USA17;5,89
840,00;United States of America (the);2018;840;United States;USA;2,00;United States 2018;USA18;5,99
840,00;United States of America (the);2019;840;United States;USA;2,00;United States 2019;USA19;6,05
840,00;United States of America (the);2020;840;United States;USA;2,00;United States 2020;USA20;5,61
840,00;United States of America (the);2021;840;United States;USA;2,00;United States 2021;USA21;5,21
840,00;United States of America (the);2022;840;United States;USA;2,00;United States 2022;USA22;5,99
858,00;Uruguay;2004;858;Uruguay;URY;165,00;Uruguay 2004;URY04;6,96
858,00;Uruguay;2005;858;Uruguay;URY;165,00;Uruguay 2005;URY05;6,89
858,00;Uruguay;2006;858;Uruguay;URY;165,00;Uruguay 2006;URY06;6,60
858,00;Uruguay;2007;858;Uruguay;URY;165,00;Uruguay 2007;URY07;6,51
858,00;Uruguay;2008;858;Uruguay;URY;165,00;Uruguay 2008;URY08;6,67
858,00;Uruguay;2009;858;Uruguay;URY;165,00;Uruguay 2009;URY09;6,38
858,00;Uruguay;2010;858;Uruguay;URY;165,00;Uruguay 2010;URY10;5,95
858,00;Uruguay;2011;858;Uruguay;URY;165,00;Uruguay 2011;URY11;5,48
858,00;Uruguay;2012;858;Uruguay;URY;165,00;Uruguay 2012;URY12;5,30
858,00;Uruguay;2013;858;Uruguay;URY;165,00;Uruguay 2013;URY13;5,40
858,00;Uruguay;2014;858;Uruguay;URY;165,00;Uruguay 2014;URY14;5,29
858,00;Uruguay;2015;858;Uruguay;URY;165,00;Uruguay 2015;URY15;5,37
858,00;Uruguay;2016;858;Uruguay;URY;165,00;Uruguay 2016;URY16;5,16
858,00;Uruguay;2017;858;Uruguay;URY;165,00;Uruguay 2017;URY17;5,11
858,00;Uruguay;2018;858;Uruguay;URY;165,00;Uruguay 2018;URY18;5,12
858,00;Uruguay;2019;858;Uruguay;URY;165,00;Uruguay 2019;URY19;5,16
858,00;Uruguay;2022;858;Uruguay;URY;165,00;Uruguay 2022;URY22;5,58
